Business Name,VBSC,City,State,Latitude,Longitude,Description,Business Website,Business Model,CSA,Food-Hub,Cooperative,Online (Delivery or Pickup),Legal Structure,Mission Statement,National,Regional,State,County,Produce,Dairy,Meat,Eggs,Seafood,Value-Added/ Dry goods,Preserves/ Honey,Value Claims,Health/Nutrition,Fresh,Local,Sustainable/Environment,Fair,Community,Humane (Animal),AHSF,Education (Consumers),Education (Farmers),Commerce/Economics (Local Economy),Affordability,Transparency,Organic,Accessability,Services Provided ,Market Outlets,# of Producers
Six Rivers Market,1,Sandpoint,ID,48.27659,-116.553248,"Six Rivers Market’s mission is to preserve and promote local agriculture while providing the community with a vibrant and convenient year-round home-grown food source. Members of the Six Rivers Market Cooperative support local foods and products produced with sustainable practices that show good stewardship of the environment. Six Rivers Market will market local foods, agricultural products, and handcrafted non-food items produced within a 150 mile radius of Sandpoint, Idaho.  “Agricultural products” include whole produce, fresh cut flowers,* nursery stock,* and value-added products made from locally grown ingredients (such as soap made from local goats milk)",http://www.sixriversmarket.com/,.,0,0,1,0,.,,0,0,1,0,1,1,1,1,0,1,1,.,,,,,,,,,,,,,,,,.,.,.
Harvest Santa Barbara,1,Santa Barbara,CA,34.409811,-119.697024,"To be the catalyst for a healthier, more sustainable food system by strengthening the ties between farmers and the community. We want to be the most trusted source of exquisite, sustainable food from the Santa Barbara County foodshed. We'll provide the best of our local harvest to everyone from chefs planning seasonal menus at our area's finest restaurants to kids picking out lunch in their school cafeteria. When a particular crop is not available in our local foodshed, we will work with trusted sources in our greater California foodshed. As Harvest Santa Barbara grows, we'll be able to work with our farmers to tailor their plantings for future seasonal menus. We support farmers using earth-friendly methods to grow produce. Many of our farmers go above and beyond the traditional label of ""organic"". Our farmers are stewards of the land who use sustainable methods whenever possible, from rotating crops to boost soil health to using natural predator-prey relationships to combat pests. We aim to work with farmers within our foodshed who care for soil, water, and their farms’ ecosystem. Most of the farms we work with are family businesses, just like ours. We want to help small farms reach more clients, and to introduce our clients to these unique places",http://www.harvestsantabarbara.com/,.,0,1,0,0,.,,0,0,1,0,1,0,0,0,0,0,0,.,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,.,.,.
Beneficial Farm CSA,1,Santa Fe,NM,35.687,-105.9378,"Operates in many operational activities since it is listed as a CSA, Food-Hub (aggregates a lot of different products in online market), Cooperative (states that it is a cooperative of CSAs but would this be an official “Cooperative” I don’t know…kind of is since aggregating all the farm’s products into these markets they sell around town), and Online Ordering. Has many chains and some values to follow.",http://www.beneficialfarm.com,CSA; aggregator,1,1,1,1,private,,0,0,1,0,1,1,1,1,0,0,0,"healthy, locally and regionally grown food; sustainable farmers",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,online ordering; pick up site; aggregation,.,30
Santa Fe Farmers Market Institute,1,Santa Fe,NM,35.687,-105.9378,"No inclusion/exclusion. The Santa Fe Farmers’ Market Institute is a nonprofit educational organization founded in 2002 to support the Santa Fe Farmers’ Market.  The Market originated in a parking lot with six vendors in 1968 and has since grown to be one of the oldest, largest and most successful growers markets in the country.  Diminishing open space in the downtown area for vending presented the Market with the possibility of being forced to the outskirts of town.  The Institute’s purpose is to fund, build and manage a permanent farmers’ market building in the Railyard; implement programs to promote agriculture and other land based traditions in northern New Mexico; and educate consumers about the cultural, nutritional and economic benefits of buying locally produced food and agricultural products",http://farmersmarketinstitute.org/,.,0,1,0,0,.,,0,0,1,0,1,0,0,0,0,0,0,.,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,.,.,.
Santa Monica Farmers Markets,1,Santa Monica ,CA,34.01956,-118.486974,"The Santa Monica Farmers Markets are committed to promoting healthful eating and sustainable agriculture in California by providing fresh agricultural products from small farms to urban customers, thereby building community and preserving California farmland. In order to sell agricultural products, farmers must be certified by the Department of Food and Agriculture from the county where the agricultural products are grown or raised and must have a current Certified Producers Certificate (CPC).",http://www.smgov.net/portals/farmersmarket/,.,,,,,.,,0,0,0,1,1,1,1,1,1,1,1,.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,.,.,.
Seattle Tilth,1,Seattle,WA,47.603832,-122.330062,The mission of Seattle Tilth is to inspire and educate people to safeguard our natural resources while building an equitable and sustainable local food system,http://www.seattletilth.org/,.,1,1,0,0,non-profit,,0,0,1,0,1,1,1,1,0,1,1,.,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,.,.,.
Sonoma Organics,1,Sebastopol,CA,38.402136,-122.823881,"Sonoma Organics, Inc is a nationally recognized food hub for fresh, organic produce, cheese and mushrooms in Northern California. We also feature a select line of artisan culinary oils and vinegars. We specialize in purchasing from small farms. At Sonoma Organics, we believe in the beauty and good common sense of organic agriculture. Our commitment to organic farming and production methods is a corner stone of our company. Organic foods are grown without the use of synthetic pesticides, herbicides, hormones, antibiotics or fertilizers, they do not contain genetically modified organisms, they are not irradiated and organic farming methods result in highly nutritious, delicious foods",http://www.sonomaorganics.com/,.,0,1,0,0,s corp,,0,0,1,0,1,1,0,0,0,1,0,.,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,.,.,.
f.e.e.d Sonoma,1,Sebastopol,CA,38.402136,-122.823881,"FEED Sonoma (Farmers Exchange of Earthly Delights) is a micro-regional aggregator in Sebastopol, California. Our mission is to create a vibrant, sustainable, and fair food system by maximizing the ability of small farmers to sell their food through diverse marketing channels. At the heart of our business is the understanding of the critical role a strong farming community plays in our collective health and well-being.  Our farmers have taken on the sacred duty of planting seeds and nurturing the maximum potential from their fields – in balance with soil type, available water and microclimate, and their own penchant for a particular and/or unique crop mix.  It truly is a full expression of life, and is life-giving in return. The work of farmers creates a vitality that spreads throughout communities.  As people engage with sustainable small farm agriculture and heritage growing practices, they make choices about how and where their food is grown, and this more than anything affects the future success of their food system.",http://feedsonoma.com/,.,0,1,0,0,.,,0,0,1,0,1,0,0,0,0,0,0,.,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,.,.,.
Cumberland Farmer's Market,1,Sewanee,TN,35.203137,-85.92109,No evidence of inclusion and exclusion but just sourcing products that are local.,http://sewanee.locallygrown.net/,.,0,1,0,0,.,,0,0,1,0,1,1,1,1,0,1,0,.,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,.,.,.
Clarion River Organics,1,Sligo,PA,40.643399,-79.691714,"Clarion River Organics is a cooperative of 15 horse powered family farms working together near Clarion, PA. All farms are certified organic and strive to maintain healthy soils as their main means of pest and disease control. We believe this benefits our families' health, the farms' health and the health of the watershed. Our vision is to be a community of family farms on the Clarion River cooperating to protect the watershed, produce high quality foods, and maintain a natural agrarian family life. Our mission is to apply the most holistic and natural farming techniques to maintain soil life and plant health, to provide the most nutritious, best tasting products, and to share the vibrant farm life by facilitating direct personal experiences of connection between customer, farmer, and land.",http://www.clarionriverorganics.com/,.,1,1,1,0,.,"Our mission is to apply the most holistic and natural farming techniques to maintain soil life and plant health, to provide the most nutritious, best tasting products, and to share the vibrant farm life by facilitating direct personal experiences of connection between customer, farmer, and land.”",0,0,1,0,1,0,1,0,0,1,1,.,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,.,.,.
Shepard's Grain,1,Spokane,WA,47.65886,-117.424713,"The idea of sustainable agriculture is a new concept in the agriculture industry. The concept of sustainable agriculture has three main ideas: Environmental health: We do so by taking care of the land, soil and animal life that exists on the land that is entrusted to us. Reducing erosion by direct seeding and eliminating the use of some pesticides are good examples of our dedication to preserving the environmental health of our land in the Pacific Northwest. In other geographic areas a similar goal of improved soil and environmental health requires different cultural practices. Socially Just: It is all about developing relationships and the resiliency of those relationships. Shepherd’s Grain considers the social component of sustainability to be extremely important. This is why we are very transparent in our effort to inform and educate our customers. Some suggest it to be “naked marketing” and in a way it is. We have and will continue to “bare” our souls to establish and continue those coveted relationships with our value chain partners. Economic Profitability: Farming like any other occupation has a certain amount of risk involved. All of our work to preserve our environment and increase the quality of our end product would be wasted if we could not make a living while doing our job. The pricing structure used on Pacific Northwest Shepherd's Grain products is derived from our producer's cost of producing their crops. Our pricing structure is also transparent so that the buyer can see all of the costs that are associated with the product purchased",http://www.shepherdsgrain.com/,multi-farm direct-to-wholesale food business chains,0,1,0,0,.,.,0,1,0,0,0,0,0,0,0,1,0,.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,.,.,.
"Northeast Livestock Processing Service Company, LLC",1,Sprakers,NY,42.891462,-74.513472,"The Northeast Livestock Processing Service Company, LLC (NELPSC) is a grassroots business, created by livestock farmers to help other farmers overcome processing and marketing challenges. Incorporated on June 1, 2005 as a new and innovative business model, NELPSC has since grown to 141 farmer members from 24 counties and has agreements with 15 livestock processors to provide service for NELPSC farmer members. Mitigate the livestock processing bottleneck and thereby enhance market access for regional livestock farmers. Increase farm profitability by assuring access to quality processing, thus allowing production of valued added products for market assertions that will gain a premium",http://nelpsc.com/,.,0,1,0,0,.,,0,0,1,0,0,0,1,0,0,0,0,.,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,.,.,.
Lane Local Foods,1,Springfield,OR,44.046236,-123.022029,No inclusion/exclusion.,http://www.lanefood.org/home.php,.,1,1,0,0,.,,0,0,1,0,1,1,1,1,0,1,0,.,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,.,.,.
Saint Johnsbury Local Food Alliance,1,St. Johnsbury,VT,44.419225,-72.015095,"St. J ALFA’s mission is to strengthen our regional food system and increase food sustainability and security, so that all community members have access to affordable, healthy, locally produced food. The St. Johnsbury Area Local Food Alliance (St. J ALFA)  is a Vermont non-profit organization devoted to increasing local food production and consumption. ALFA was formed in 2009 by a group of volunteers excited by the expanding local-food movement and desiring to make a difference in our community. We work closely with local, regional, and statewide organizations throughout Vermont to increase awareness, production, and consumption of local food. St. J ALFA has developed an online resource guide to help people find local food in their communities. We maintain listings for farms, CSAs, and farmers markets in Caledonia County and throughout the Northeast Kingdom. Connecting farmers with consumers is at the heart of St. J ALFA's mission. We assist farmers to reach more customers by promoting farms and farmers markets though our online and printed local food guides. We help facilitate sales, initially through our online farmers market (now closed) and currently by coordinating sales from local farms to local schools",http://www.stjalfa.org/,.,0,1,0,0,.,,0,0,1,0,1,0,1,0,1,0,0,.,,0,1,1,0,0,0,0,1,1,0,1,0,0,1,.,.,.
Fields Foods,1,St. Louis,MO,38.627273,-90.197889,"Fields Foods is locally owned, locally operated, and locally focused grocery story committed to creating an inspired shopping experience for our customers. It’s in our nature to create healthier communities one bite at a time by providing fresh and healthy food options at affordable prices through partnerships with local farmers and trusted brands. We specialize in products that are pesticide-free, organic, non-GMO, gluten-free, and natural in order to provide healthier, fresher, better tasting choices for our customers. We offer a wide selection of foods that are locally grown, sustainable, nutritious and made in large part by small growers and producers. And yes, we also carry many traditional options from popular name brands. We also offer chef-created prepared meals, wood-grilled pizza, salads, sandwiches and more – as well as a wide assortment of wine and beer, which you can even enjoy while you shop! Our team of friendly, knowledgeable staff guides our customers through a vast assortment of healthy, delicious products that can fulfill your comfort food cravings or inspire your inner gourmet chef – and anything in between. The heart and soul of our business is about doing good and making a difference in our local communities. We aim to create jobs, support many local charitable causes, bring fresher food options to our area – which has long been considered an urban food dessert – and empower small and medium-sized farmers to get their products to a larger market",http://fieldsfoods.com/about-us#.,.,0,1,0,0,.,,0,0,1,0,1,1,1,1,1,1,1,.,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,.,.,.
Eat Here St Louis LLC,1,St. Louis,MO,38.627273,-90.197889,No inclusion/exclusion values besides being local and seasonal,http://www.eatherestl.com/,.,0,1,0,0,LLC,,0,1,0,0,1,1,1,1,0,1,0,.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.
Co-op Partners Warehouse,1,St. Paul,MN,44.950404,-93.101503,"Is a distributor of organic produce, dairy, soy and juice servicing retail co-ops, natural food stores and restaurants in the Upper Midwest. On any given day, you will find 200-250 organic produce items stocked in our St. Paul warehouse. Co-op Partners is committed to fostering sustainable farming practices and organic agriculture by supporting local producers, small farmers, and family farms.",http://www.cooppartners.coop/,multi-farm direct-to-consumer business chains,0,1,1,0,.,"Co-op Partners is committed to fostering sustainable farming practices and organic agriculture by supporting local producers, small farmers, and family farms. ",0,1,0,0,1,1,0,0,0,0,0,.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.
Hmong American Farmers Association,1,St. Paul,MN,44.950404,-93.101503,"is specific demographic a value-based supply chain? The Hmong American Farmers Association (HAFA) is a nonprofit organization that was created in 2011 to serve, support and advocate for Hmong American farmers and their families. The organization’s mission is to advance the prosperity of Hmong American farmers and their families through economic development, capacity building, advocacy and research. More specifically, HAFA uses an organizing approach to work with its farmers and others in the small, minority farming community to access resources so that they can expand and improve their farming operations, and thereby provide the Twin Cities’ metropolitan community with fresh, locally grown, healthy fruits and vegetables.",http://www.hmongfarmers.com/,.,0,0,0,0,.,,0,0,1,0,1,0,0,0,0,0,0,.,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,.,.,.
Massachusetts Local Food Cooperative,1,Sterling,MA,42.437592,-71.760627,"no inclusion/exclusion. Mass Local Food Cooperative is an online farmers’ market connecting and mutually benefiting Massachusetts farmers, communities and shoppers while promoting and selling products grown, raised and produced by local farmers and artisans who are our members. The Massachusetts Local Food Cooperative network allows consumer members to buy fresh local food directly from farmer/producer members through a unique online, year-round “farmer’s market.",http://www.masslocalfood.org/,.,0,1,0,1,c-corp,,0,0,1,0,1,1,1,1,0,1,1,.,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,.,.,.
"South Central Farmers Cooperative, LLC",1,Sun Valley,CA,34.217504,-118.370358,No evidence of VBSC or inclusion/exclusion criteria,https://www.southcentralfarmers.com/,.,1,0,0,0,.,,0,0,0,1,1,0,0,0,0,0,0,.,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,.,.,.
Central New York Regional Market,,Syracuse,NY,43.048122,-76.147424,"Operates as more of a supermarket that puts on farmer’s markets multiple days of the week, no real evidence or values attached to business. ",http://cnyrma.com/,.,0,0,0,0,.,"The mission of the Authority is to provide facilities, programs and service to promote opportunities for Agriculture and commerce in Central New York.",0,0,1,0,1,0,0,0,0,0,0,.,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,.,.,.
Red Hill Online Farmers Market,1,Tallahassee,FL,30.438083,-84.280933,"No, no inclusion or exclusion. The Red Hills Online Market (RHO Market) is brought to you by the Red Hills Small Farm Alliance (SFA). Founded in 2010, the Red Hills SFA is a nonprofit organization working to strengthen our region's sustainable small farm community by promoting economic stability of small farm enterprises, providing professional farmer development education and expanding the local food market to all citizens in our area",https://www.rhomarket.com/,.,0,1,0,1,.,,0,0,1,0,1,1,1,1,0,1,1,.,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,.,.
Suncoast Food Alliance,1,Tampa Bay,FL,39.78373,-100.445882,"The Suncoast Food Alliance is a unique endeavor to satisfy the demand for locally-grown products in West Central Florida by faciliating the connection between local chefs and area farmers. Farmers and food establishments have long desired to work together, but the rigors of both businesses have limited their time. That’s where we come in. As a marketing and distribution company of locally grown products, we bridge the divide to meet the local demand for fresh items",http://suncoastfoodalliance.com/,.,,,,0,LLC,,0,0,1,0,1,1,1,1,0,1,1,.,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,.,.,.
Cherry Capital Foods,1,Traverse City,MI,44.760644,-85.61653,"Cherry Capital Foods is a unique food distributor based in Traverse City, Michigan. We work with farmers, growers and producers both locally and regionally but only from the state of Michigan. By focusing on local and Michigan sources, we encourage the growing focus on regional foodsheds as well as support the Michigan economy and environment.",http://cherrycapitalfoods.com,distributor,0,1,0,0,LLC,.,0,0,1,0,1,1,1,1,0,1,0,"support local, economy, environment, grow regional foodshed",0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,"pack-size training; guidance on food safety protocols and product storage; marketing and promotional services; assures food safety with its Good Handling Practices certification, traceability systems, and supplier inspections; brokers relationships between local food producers and buyers; manages more than 4,000 SKUs with inventory tracking system that maintains farm identity; picks up about 75% of supply at producers' locations","Institutions, schools, restaurants, supermarkets, hospitals, and colleges",150
Windcrest Dairy Inc,1,Trenton,IL,40.217058,-74.742946,No inclusion/exclusion,http://windcrestdairy.com/about_us.html,.,0,1,0,0,.,,0,1,0,0,0,1,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.
Tahoe Food Hub,1,Truckee,CA,39.327962,-120.183253," TAHOE FOOD HUB is a non-profit organization that is working to restore local food distribution by building a regional food system for North Lake Tahoe.  We increase access to nutritious, ecologically grown food by creating a network of regional farms within 100-miles of North Lake Tahoe and connecting them to restaurants, small grocers, schools and hospitals. We are committed to reducing food insecurity by sourcing food regionally and ensuring equal access while exploring ways to grow food locally using 4-season growing techniques at our Sierra Agroecology Center.We serve as a foodshed council educating our community on the environmental, economic and social health benefits of regional food system. If you are a farm within 100-miles of Truckee, CA and are interested in selling to the Tahoe Food Hub, please contact us! The Tahoe Food Hub will help you access new markets and diversify your distribution channels. We work with our producers on production planning and coordinate harvests to meet the demand of our wholesale buyers. The Tahoe Food Hub wants to help small farms and ranches go beyond traditional direct to consumer models and participate in a regional marketplace where we can represent you and get you a fair price.The mission of the Tahoe Food Hub is to galvanize our community to build a regional, sustainable and equitable food system. It is our belief that all communities need a food hub. If every community was focused on food security and took responsibility for how their food was sourced, we will have fed the world one community at a time. Not every community can grow their own food but they can establish food policy which advocates for how it is produced and distributed. The further you are from your food source, the more a food hub reduces your food insecurity. We will aggregate food produced within 100-150 miles from our more food abundant neighbors and distribute it regionally throughout North Lake Tahoe. It keeps Tahoe fed, increases access to sustainably grown food, builds community and creates inter-commerce between regional partners. Money that circulates regionally supports local economies which encourages new business and creates jobs. By taking a regional approach, communities can work together to address their food security and build a more equitable supply chain. The Tahoe Food Hub buys from small-scale fruit and vegetable farmers. All producers must apply and be accepted as a qualified producer of the Tahoe Food Hub demonstrating they follow sustainable farming methods and employee good agricultural practices",http://www.tahoefoodhub.org/,.,0,1,0,0,non-profit,,0,0,1,0,1,1,1,1,0,1,1,.,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,.,.,.
Monroe Farm Market Cooperative,1,Union,WV,37.591638,-80.543409,"Monroe Farm Market Online is an aggregator and online marketplace of locally grown and produced food. We make it possible for farmers to work together to meet the growing demand for local, sustainable food in southeastern West Virginia. Our market place brings fresh, healthy, locally grown and produced food to you, the buyer, in a cost-effective manner on a weekly basis. Monroe Farm Market is comprised of over 25 small and diverse farms located in Monroe and surrounding counties who produce seasonal fruits and vegetables, beef, veal, goat, chicken, lamb, pork, eggs, baked goods and other value-added items. The farms are family owned and operated ranging from small 2 acre farms to several hundred acre farms. Monroe Farm Market is a producer’s market. We only sell what we have raised, grown or made with our own two hands. Farmers benefit from the marketing, selling, packaging and delivering of their produce and prepared foods. Ordering from Monroe Farm Market helps to build and support our community, and to preserve our precious agricultural land for future use. The purpose of this association is to promote and protect the welfare of the agricultural industry in Monroe County and the surrounding region of West Virginia (and) Virginia (Greenbrier, Pocahontas, Mercer, Summers, Giles, Craig & Allegheny counties). Monroe Farm Market Cooperative will assist members in coordinating their efforts and activities on matters concerning production, marketing and education. The goal of these collaborative efforts will be to provide opportunities for the sale of the freshest possible agricultural products to consumers and area markets throughout the region",https://www.localfoodmarketplace.com/monroe/,.,0,0,1,1,.,,0,0,1,0,1,0,1,1,0,1,0,.,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,.,.,.
Driftless Co-Option,1,Viroqua,WI,43.556917,-90.888741,Evidence of VBSC as a Coop but not enough information as the website is currently under construction,https://foodclub.org/driftless_cooption/login,.,0,1,1,1,.,,0,0,1,0,1,1,1,1,1,1,1,.,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,.,.,.
Fifth Season Cooperative,1,Viroqua,WI,43.556917,-90.888741,"Fifth Season Cooperative is Wisconsin’s full-service, local food broker serving Madison, Milwaukee, Chicago, Minneapolis, and everywhere in between – providing convenient, year-round access to local food. Our products are grown and processed within a 150 mile radius of the Viroqua, WI area which includes markets and products produced in Madison, Eau Claire, Dubuque and Rochester.",http://www.fifthseasoncoop.com,aggregator; wholesale distributor; farm-to-institution,0,1,1,0,"multi-stakeholder cooperative (producers, producer groups, processors, distributors, buyers and co-op workers)","""To produce, process and market healthy, local foods in our region by supporting the values of environmental, social and economic fairness for all.""",0,1,0,0,1,1,1,1,0,1,1,"sustainability, local, traceability, nutritious, quality",1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,.,"schools, hospitals",25
Mad River Food Hub,1,Waitsfield ,VT,44.190059,-72.824838,"The Mad River Food Hub is a fully equipped, licensed vegetable and USDA inspected meat processing facility located in Waitsfield, Vermont. Each processing room is available for rent by the day, the the facility also offers dry, refrigerated and frozen storage as well as weekly distribution services to retail markets throughout the Mad River Valley, Waterbury, Montpelier, and Burlington.  The experienced staff on site can also provide valuable business planning assistance, HACCP plan development, and access to a vast network of other food enterprises. The facility is uniquely designed for the small scale food producer who needs a licensed facility at an affordable rate, allowing them to grow their business, one step at a time",http://madriverfoodhub.com/,.,0,1,0,0,.,,0,0,1,0,1,1,1,1,1,1,1,.,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,.,.,.
Farmer Girl Grassfed & Pasture Raised Meats,1,Warrenton,MO,38.811436,-91.141537,Doesn’t act like VBSC.,http://farmergirlmeats.com/,.,0,1,0,1,.,,0,1,0,0,0,0,1,0,0,0,0,.,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,.,.,.
Working Landscapes,1,Warrenton,NC,-28.111389,24.849722,"Working Landscapes is a nonprofit organization whose mission is to build more sustainable livelihoods in the Warren County, NC region through stewardship of our natural and cultural assets. We envision a Warren County region with a resilient economy in which citizens recognize, create and sustain opportunities to build on local assets and in which healthy farms, forests and waterways are interconnected with vibrant towns. In a challenge to deficit-based thinking, we seek to identify, celebrate, and build on local assets, generating internally-driven instead of externally-dependent solutions, in order to build a resilient economy. Using participatory, deliberative methods, we work to establish collaborations among diverse stakeholders in the issues we address, including those who may not have worked together historically. We seek to educate ourselves and others through our work, and we seek to enrich educational institutions",http://workinglandscapesnc.org/,.,0,1,0,0,.,,0,0,0,1,1,0,0,0,0,0,0,.,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,.,.,.
Bayfield Regional Food Producers Coop,1,Washburn,WI,45.892632,-91.797165,Producers co-op that aggregates between three different programs (one CSA for example) and offer a great range of products that’s main focus is providing local food. ,http://bayfieldfoods.org,CSA; wholesaler; distributor; producers cooperative,1,0,1,0,member cooperative,,0,0,1,0,1,1,1,1,1,0,1,"trust, collaboration, trust; sustainability; regional identity",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.
DC Central Kitchen,1,Washington,DC,38.894955,-77.036646,"Exclusion/Inclusion problem for sourcing. “DC Central Kitchen is America's leader in reducing hunger with recycled food, training unemployed adults for culinary careers, serving healthy school meals, and rebuilding urban food systems through social enterprise. To help fund these programs and create good jobs for our culinary graduates, we’re breaking new ground in the world of social enterprise. Our School Food Program serves 4,300 healthy, locally-sourced, scratch-cooked meals to 2,600 low-income DC schoolchildren every day, proving that school meals can be nutritious, affordable, and sustainable all at once. And our Healthy Corners program delivers fresh produce and healthy snacks to 67 corner stores in DC’s ‘food deserts,’ where access to nutritious food options is limited. Our smart, business-like approach to doing good allowed us to earn more than half of our income through social enterprise.",http://www.dccentralkitchen.org/,.,0,1,0,0,.,,0,0,0,1,1,0,0,0,0,0,0,.,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,.,.,.
Christopher Produce,,Waynesville,NC,35.488748,-82.988872,Hard to get information on the business. It is a retail store I believe that is a local farm/distributor supplying produce from farms around North Carolina. ,N/A,.,0,1,0,0,.,,,,,,1,0,0,0,0,0,0,.,,,,,,,,,,,,,,,,.,.,.
Webb City Farmers Market,1,Webb City,MO,37.146448,-94.463004,No inclusion/exclusion,http://www.webbcityfarmersmarket.com/,.,0,1,0,0,.,,0,0,1,0,1,1,1,1,0,1,1,.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,.,.,.
Twin Cities Local Food,1,Webster,MN,44.529686,-93.352723,"Saw no inclusion/exclusion criteria. Twin Cities Local Food has assembled a great variety of locally grown foods on one convenient web site, so you can make one purchase from multiple farms with no minimum requirements. Twin Cities Local Food lets you focus on your business, while we find local buyers for your products. Each vendor will be highlighted in our Farmers section so that buyers can put a name and a face to the wholesome local food they are purchasing. Twin Cities Local Food (TCLF) works with a wide range of farmers and producers - including vegetables, fruit, eggs, meat, dairy, and other processed foods. We try to maintain a good balance of product on the site and do our best to grow our farmer list with our customer demand. In addition, TCLF works with farmers that are farming to make a living as opposed to avid gardeners with extra produce or crop to sell. We love the idea of a produce exchange website, but that is not our mission",http://www.localfoodmarketplace.com/twincities/,.,0,1,0,0,.,,0,0,1,0,1,1,1,1,0,1,1,.,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,.,.,.
New River Organic Growers,1,West Jefferson,NC,36.403736,-81.492883,"New River Organic Growers (NROG) is a nonprofit cooperative of farmers located in the Blue Ridge mountains of North Carolina. Our goal is to provide fresh produce and humanely raised meats to consumers in North Carolina, to help preserve farmland by improving the success of our own farms through the pooling of resources for marketing and transport, bulk purchasing of farming supplies, sharing and coordination of information, and to educate the general public about the benefits of sustainable, local farming and consumption.",http://www.newrivergrowers.com/,.,0,0,1,0,cooperative,,0,0,1,0,1,1,1,0,0,0,0,.,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,.,.,.
Cooperative Regions of Organic Producer Pools (CROPP) aka Organic Valley and Organic Prairie,1,Westby,WI,43.656916,-90.854298,"CROPP has distinguished itself nationally as a leader of organic production, marketing, and farm policy. We work with dozens of dairy and meat plants across the U.S. and are proud to have our own farmer-owned organic creamery, in Chaseburg, Wisconsin, and our own distribution center in Cashton, WI. Each U.S. region has its own mix of customers. We work hard to promote regional and local production. Our successful collective bargaining efforts have brought a stable farmer pay price that has steadily gone up.",https://www.farmers.coop/about-us/,value-added food production,0,1,1,0,cooperative,,1,0,0,0,1,1,1,1,0,0,0,.,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,.,.,.
Sandhills Farm to Table Cooperative,1,Whispering Pines,NC,36.030975,-79.004732,"No inclusion/exclusion. Sandhills Farm to Table Cooperative is a growing community of more than 2,000 neighbors who have come together around fresh, local food.  We are cooperative corporation enterprise bringing fresh, locally grown food produced by Sandhills farmers and artisans to households in the Sandhills.  We are a learning community through having fun!  Throughout the Sandhills growing season we'll provide recipes and storage tips for what’s in season, have taste tests, cooking and preserving classes for children and adults, potlucks and farm tours.  We are engaged in our community, helping to improve the quality of life for all, making local food accessible to Sandhills families, secure a living for the next generation of farmers, you and me! To satisfy local food needs with locally grown and produced foods.  What does ‘local’ mean?  The Sandhills of North Carolina - Moore County and the counties it touches (Chatham, Cumberland, Harnett, Hoke, Montgomery, Lee, Randolph, Richmond, Scotland). http://www.sandhillsfarm2table.com/p-3-about-us.html’",http://www.sandhillsfarm2table.com/home.php,aggregator; subscription program; multi-farm CSA,0,0,1,0,"multi-stakeholder cooperative (producers, consumers, employees)","""To satisfy local food needs with locally grown and produced foods.  What does ‘local’ mean?  The Sandhills of North Carolina - Moore County and the counties it touches (Chatham, Cumberland, Harnett, Hoke, Montgomery, Lee, Randolph, Richmond, Scotland).""",0,0,1,0,1,0,0,0,0,0,0,"community; fresh, locally grown food; quality; education; food access; market access",0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,pick up locations; food education,consumers,22
