cartodb_id,addrlocat,addrtype,accessabil,organic,transparen,affordabil,commerce_e,education,ahsf,humane_an,community,fair,sustainabl,local,fresh,health_nut,preserves,value_adde,seafood,eggs,meat,dairy,produce,county,regional,national,legal_stru,online_de,cooperativ,food_hub,csa,business_m,business_w,state,city,vbsc,business_n,lon,lat
237,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,.,0,0,1,0,.,http://www.vivafarms.org/,WA,Mt. Vernon,1,Viva Farms,-122.3392,48.4176
238,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,.,0,0,0,1,.,http://www.growingwashington.org/,WA,Bellingham,1,Growing Washington,-122.5046,48.7573
241,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,.,1,1,1,0,.,https://foodclub.org/driftless_cooption/login,WI,Viroqua,1,Driftless Co-Option,-90.8569,43.6526
242,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,cooperative,1,1,0,1,local grocery; food co-op; online CSA,http://localfoodmarketplace.com/auburndale/Default.aspx,WI,Auburndale,1,Auburndale Food Cooperative,-90.0142,44.6304
243,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,non-profit,1,0,1,0,online wholesaler marketplace,https://appleton.localorbit.com/users/sign_in,WI,Appleton,1,Appleton Food Hub,-88.4001,44.2885
244,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,LLC,1,0,0,0,multi-farm direct-to-consumer business chains,http://www.goodearthfarms.com/,WI,Milladore,1,Good Earth Farms,-89.8548,44.6041
245,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,"multi-stakeholder cooperative (producers, producer groups, processors, distributors, buyers and co-op workers)",0,1,1,0,aggregator; wholesale distributor; farm-to-institution,http://www.fifthseasoncoop.com,WI,Viroqua,1,Fifth Season Cooperative,-90.9651,43.4716
246,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,cooperative,0,1,1,0,value-added food production,https://www.farmers.coop/about-us/,WI,Westby,1,Cooperative Regions of Organic Producer Pools (CROPP) aka Organic Valley and Organic Prairie,-90.212,44.6199
247,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,"multi-stakeholder cooperative (producers, founders, organizational partners, and community supporters)",0,1,1,0,aggregator; wholesale distributor,http://wifoodhub.com,WI,Madison,1,Wisconsin Food Hub Cooperative,-89.3601,43.0928
248,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,member cooperative,0,1,0,1,CSA; wholesaler; distributor; producers cooperative,http://bayfieldfoods.org,WI,Washburn,1,Bayfield Regional Food Producers Coop,-90.8902,46.6742
249,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,food cooperative,0,1,0,0,.,http://chequamegonfoodcoop.com/,WI,Ashland,1,Chequamegon Food Co-op,-90.4929,46.0148
250,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,.,0,0,1,0,.,http://neesvigs.co/,WI,Windsor,1,"Neesvig's, Inc",-89.2384,43.1874
251,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,.,0,0,1,0,.,http://parrfectionproduce.com/,WI,Albany,1,Parrfection Produce,-88.2742,43.0443
252,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,.,0,0,0,1,.,http://www.neuerthwormfarm.com/,WI,Reedsburg,1,Wisconsin Home Harvest,-89.8406,43.5633
253,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,.,1,1,0,0,.,https://www.localfoodmarketplace.com/monroe/,WV,Union,1,Monroe Farm Market Cooperative,-79.1516,39.2143
254,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,.,0,0,1,0,.,http://www.wvfarm2u.org/On-the-Farm/Fish-Hawk-Acres.aspx,WV,Rock Cave,1,Fish Hawk Acres,-79.9087,39.5033
255,,,,,,,,,,,,1,1,1,,,1,0,1,0,,1,1,,,,producer-consumer cooperative,1,1,0,0,retail exchange; aggregator; delivery,http://www.highplainsfood.org,CO,Denver,1,High Plains Food Coop,-104.9903,39.7392
256,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,http://www.greatbasinfood.coop/,NV,Reno,1,Great Basin Community Food Cooperative/Distributors of Regional and Organic Produce and Products,-119.8138,39.5296
257,0,0,0,0,1,0,0,0,0,1,0,1,1,1,,1,1,0,1,1,1,1,1,0,0,0,cooperative,0,0,1,,.,http://localrootswooster.com/,OH,Wooster,1,Local Roots Market & Café (Wooster Local Foods Cooperative),-81.9499,40.7974
18,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,b corp,0,0,1,0,.,http://www.veritablevegetable.com/,CA,San Francisco,1,Veritable Vegetable,-122.382759,37.750453
22,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,.,0,0,1,0,.,http://www.rescue.org/us-program/us-san-diego-ca/food-hub,CA,San Diego,1,New Roots Food Hub at the International Rescue Committee (IRC),-117.082149,32.744264
87,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,.,0,0,0,0,.,http://www.sustainablenantucket.org/,MA,Nantucket,1,Sustainable Nantucket's Farmers & Artisans Market,-70.101582,41.284137
222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,private,1,0,1,0,wholesaler,http://www.blackriverproduce.com,VT,North Springfield,1,Black River Produce,-72.516584,43.331441
174,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,non-profit,1,0,1,1,"CSA, wholesale distributor",http://www.adelantemujeres.org/agriculture/,OR,Forest Grove,1,Adelante Mujeres Distributor,-123.114426,45.520654
102,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,.,0,1,1,0,multi-farm direct-to-consumer business chains,http://www.cooppartners.coop/,MN,St. Paul,1,Co-op Partners Warehouse,-93.190137,44.963939
36,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,.,1,0,1,0,.,http://www.farmfresh2u.us/,FL,Longwood,1,FarmFresh2U,-81.362541,28.696441
136,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.,0,1,0,0,.,http://www.nhcommunityseafood.com/,NH,Portsmouth,1,NH Community Seafood,-70.748916,43.07569
